date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:30:23	31884/31884	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jun%202018%2003:00:19%20GMT	https://countpatients.wordpress.com/2018/06/15/the-journey-begins/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/2018/06/15/the-journey-begins/index.html	(from https://countpatients.wordpress.com/)
08:30:24	17367/17367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:20:41%20GMT	https://countpatients.files.wordpress.com/2018/06/86516355.jpg?w=340&h=221&crop=1	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.files.wordpress.com/2018/06/8651635556e7.jpg	(from https://countpatients.wordpress.com/)
08:30:24	29294/29294	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jun%202018%2003:00:20%20GMT	https://countpatients.wordpress.com/author/meharparmar12/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/author/meharparmar12/index.html	(from https://countpatients.wordpress.com/)
08:30:25	20650/20650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	http://0.gravatar.com/js/gprofiles.js?ver=201824y	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/0.gravatar.com/js/gprofilesf88c.js	(from https://countpatients.wordpress.com/)
08:30:25	58222/58222	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:28:37%20GMT	https://countpatients.files.wordpress.com/2018/06/17328412-a-concept-related-to-many-areas-of-timing-in-the-medical-field-e1529101716916.jpg?w=300&h=300	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.files.wordpress.com/2018/06/17328412-a-concept-related-to-many-areas-of-timing-in-the-medical-field-e1529101716916ee67.jpg	(from https://countpatients.wordpress.com/)
08:30:26	582/582	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256456473-2f0%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://countpatients.wordpress.com/)
08:30:26	22890/22890	---MCZ	200	added ('OK')	text/css	etag:W/%225ae111c8-6483%22	https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel1e46.css	(from https://countpatients.wordpress.com/)
08:30:27	449/449	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2016%20Jun%202018%2003:00:22%20GMT	https://countpatients.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://countpatients.wordpress.com/)
08:30:27	43761/43761	---M-Z	200	added ('OK')	application/octet-stream	etag:%220a4e64d66fd90710fbf64328619f98ae%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s.skimresources.com/js/725X1342.skimlinks.js	(from https://countpatients.wordpress.com/)
08:30:27	12698/12698	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2259a78d75-47a3%22	http://stats.wp.com/w.js?56	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/stats.wp.com/w9f61.js	(from https://countpatients.wordpress.com/)
08:30:28	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2003:00:24%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/pixel.wp.com/b0b80.gif	(from https://countpatients.wordpress.com/)
08:30:29	367/367	---MCZ	200	added ('OK')	text/plain	date:Sat,%2016%20Jun%202018%2003:00:24%20GMT	https://s0.wp.com/robots.txt		(from https://countpatients.wordpress.com/)
08:30:29	50/50	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2003:00:25%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201824y)
08:30:30	13537/13537	---MCZ	200	added ('OK')	text/html	etag:W/%22be09a3db919cc4839f40b3cb5f82694a%22	https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/index.html	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/)
08:30:30	6441/6441	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226bddf41dc2f4b28760ddf08ac66c5ada%22	https://countpatients.wordpress.com/author/meharparmar12/feed/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/author/meharparmar12/feed/index.html	(from https://countpatients.wordpress.com/author/meharparmar12/)
08:30:30	18141/18141	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jun%202018%2003:00:26%20GMT	https://countpatients.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201824y)
08:30:30	4529/4529	---M--	200	added ('OK')	image/png	etag:%2256462233-11b1%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
08:30:31	10063/10063	---M--	200	added ('OK')	image/png	etag:%2256456470-274f%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
08:30:31	1318/1318	---M--	200	added ('OK')	image/png	etag:%22564a4c39-526%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
08:30:31	2076/2076	---M--	200	added ('OK')	image/png	etag:%2256456470-81c%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
08:30:34	48571/48571	---M--	403	error ('Forbidden')	text/html	etag:%222127317e969ca50c44c5ace95e644e8c%22	https://s.skimresources.com/js/GDPR	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s.skimresources.com/js/GDPR.13.delayed	(from https://s.skimresources.com/js/725X1342.skimlinks.js)
08:30:34	17990/17990	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jun%202018%2003:00:30%20GMT	https://countpatients.wordpress.com/div.c	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/div.c	(from https://s.skimresources.com/js/725X1342.skimlinks.js)
08:30:34	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://countpatients.wordpress.com/g.gif	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/g.gif	(from http://stats.wp.com/w.js?56)
08:30:35	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://countpatients.wordpress.com/c.gif	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/c.gif	(from http://stats.wp.com/w.js?56)
08:30:35	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2003:00:31%20GMT	http://pixel.wp.com/t.gif	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?56)
08:30:36	17384/17384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:20:41%20GMT	https://countpatients.files.wordpress.com/2018/06/86516355.jpg	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.files.wordpress.com/2018/06/86516355.jpg	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:37	243/243	---M--	200	added ('OK')	image/png	etag:%225a6a9d22-f3%22	https://s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:37	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2003:00:33%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=countpatients.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=147780500&v=wpcom&tz=0&user_id=0&post=3&subd=countpatients	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/pixel.wp.com/b8bd6.gif	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:37	17367/17367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:20:41%20GMT	https://countpatients.files.wordpress.com/2018/06/86516355.jpg?w=340	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.files.wordpress.com/2018/06/865163559164.jpg	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:38	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2003:00:34%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE40eW5QN0p8M2Y%2FRE1mJVY3bm9aR3VCbS9mWm1pRyZuJS1LX1t5QmRXZzE3RC9rQWZHK1FjbDltdWdaMVFFZTcxUGVHLWR0WTJoMGFtWUxNRVR8aSZFeF9QSWw9X3hHQ05%2BbH5WLUx4UFBMSkIueXRPTi5zcDB4aE9ZeXBRR0IlQjJ8RnE2Jk1mfm9kLVFmQ2ozWy1oR1VpTz9obGZjP1VaWXB6Y0lQTEN6JWx0JWxYZVgvR0wsSmR3Lj0mbGZMODRFTWJbeXNpMjNTdVtpK0R%2BcmRQTy8xW0dIfllk	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/pixel.wp.com/bc947.gif	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:39	60/60	---M-Z	200	added ('OK')	text/plain	etag:%2214684fecc47d1e16478c5ca0d0f5879b%22	https://s.skimresources.com/robots.txt		(from https://s.skimresources.com/js/725X1342.skimlinks.js)
08:30:39	28546/28546	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jun%202018%2003:00:35%20GMT	https://countpatients.wordpress.com/category/uncategorized/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/category/uncategorized/index.html	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:39	248314/248314	---MC-	200	added ('OK')	text/javascript	date:Sat,%2016%20Jun%202018%2002:15:00%20GMT	https://cdn.ampproject.org/v0.js	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/cdn.ampproject.org/v0.js	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
08:30:40	6445/6445	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%221529ed9aa58fb3a94d7d139d9f0b4d11%22	https://countpatients.wordpress.com/category/uncategorized/feed/	C:/Users/Mehar%20Parmar/Desktop/Count_Patients/countpatients.wordpress.com/category/uncategorized/feed/index.html	(from https://countpatients.wordpress.com/category/uncategorized/)
